L1,L2,L3,pIC50,L1_MolWt,L1_MolLogP,L1_NumHDonors,L1_NumHAcceptors,L1_TPSA,L1_NumRotatableBonds,L1_NumAromaticRings,L1_NumAliphaticRings,L1_FractionCSP3,L1_HeavyAtomCount,L2_MolWt,L2_MolLogP,L2_NumHDonors,L2_NumHAcceptors,L2_TPSA,L2_NumRotatableBonds,L2_NumAromaticRings,L2_NumAliphaticRings,L2_FractionCSP3,L2_HeavyAtomCount,L3_MolWt,L3_MolLogP,L3_NumHDonors,L3_NumHAcceptors,L3_TPSA,L3_NumRotatableBonds,L3_NumAromaticRings,L3_NumAliphaticRings,L3_FractionCSP3,L3_HeavyAtomCount
c1(cc(cc(n1)c1ccccn1)c1c(cccc1)O)c1ncccc1,Cl,Cl,6.23,325.37100000000004,4.578200000000004,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(cccc1)O)c1ncccc1,Cl,Cl,5.97,325.37100000000004,4.578200000000004,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(cccc1)O)c1ncccc1,Cl,Cl,6.43,325.37100000000004,4.578200000000004,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)OC)c1ncccc1,Cl,Cl,6.26,339.3980000000001,4.881200000000004,0.0,4.0,47.900000000000006,4.0,4.0,0.0,0.045454545454545456,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)OC)c1ncccc1,Cl,Cl,6.29,339.3980000000001,4.881200000000004,0.0,4.0,47.900000000000006,4.0,4.0,0.0,0.045454545454545456,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)OC)c1ncccc1,Cl,Cl,6.59,339.3980000000001,4.881200000000004,0.0,4.0,47.900000000000006,4.0,4.0,0.0,0.045454545454545456,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)OC)c1ncccc1,Cl,Cl,6.25,339.3980000000001,4.881200000000004,0.0,4.0,47.900000000000006,4.0,4.0,0.0,0.045454545454545456,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)OC)c1ncccc1,Cl,Cl,6.24,339.3980000000001,4.881200000000004,0.0,4.0,47.900000000000006,4.0,4.0,0.0,0.045454545454545456,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)I)c1ncccc1,Cl,Cl,6.08,435.26800000000003,5.477200000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)I)c1ncccc1,Cl,Cl,6.07,435.26800000000003,5.477200000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)I)c1ncccc1,Cl,Cl,5.98,435.26800000000003,5.477200000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)I)c1ncccc1,Cl,Cl,5.84,435.26800000000003,5.477200000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)I)c1ncccc1,Cl,Cl,6.56,435.26800000000003,5.477200000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)Br)c1ncccc1,Cl,Cl,5.93,388.26800000000003,5.635100000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)Br)c1ncccc1,Cl,Cl,6.23,388.26800000000003,5.635100000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)Br)c1ncccc1,Cl,Cl,6.11,388.26800000000003,5.635100000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)Br)c1ncccc1,Cl,Cl,5.87,388.26800000000003,5.635100000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)Br)c1ncccc1,Cl,Cl,6.67,388.26800000000003,5.635100000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)Cl)c1ncccc1,Cl,Cl,6.18,343.81700000000006,5.526000000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)Cl)c1ncccc1,Cl,Cl,6.21,343.81700000000006,5.526000000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)Cl)c1ncccc1,Cl,Cl,5.99,343.81700000000006,5.526000000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)Cl)c1ncccc1,Cl,Cl,5.84,343.81700000000006,5.526000000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)Cl)c1ncccc1,Cl,Cl,6.13,343.81700000000006,5.526000000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)F)c1ncccc1,Cl,Cl,5.94,327.362,5.011700000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)F)c1ncccc1,Cl,Cl,6.24,327.362,5.011700000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)F)c1ncccc1,Cl,Cl,6.11,327.362,5.011700000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)F)c1ncccc1,Cl,Cl,6.04,327.362,5.011700000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)F)c1ncccc1,Cl,Cl,6.59,327.362,5.011700000000003,0.0,3.0,38.67,3.0,4.0,0.0,0.0,25.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)S(=O)(=O)C)c1ncccc1,Cl,Cl,6.27,387.4640000000001,4.276100000000003,0.0,5.0,72.81,4.0,4.0,0.0,0.045454545454545456,28.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)S(=O)(=O)C)c1ncccc1,Cl,Cl,6.14,387.4640000000001,4.276100000000003,0.0,5.0,72.81,4.0,4.0,0.0,0.045454545454545456,28.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)S(=O)(=O)C)c1ncccc1,Cl,Cl,6.51,387.4640000000001,4.276100000000003,0.0,5.0,72.81,4.0,4.0,0.0,0.045454545454545456,28.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)S(=O)(=O)C)c1ncccc1,Cl,Cl,5.85,387.4640000000001,4.276100000000003,0.0,5.0,72.81,4.0,4.0,0.0,0.045454545454545456,28.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)S(=O)(=O)C)c1ncccc1,Cl,Cl,5.86,387.4640000000001,4.276100000000003,0.0,5.0,72.81,4.0,4.0,0.0,0.045454545454545456,28.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)NC(=O)CCCCC1CCSS1)c1ncccc1,Cl,Cl,5.31,512.7040000000004,7.525200000000006,1.0,6.0,67.77000000000001,9.0,4.0,1.0,0.2413793103448276,36.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)NC(=O)CCCCC1CCSS1)c1ncccc1,Cl,Cl,5.49,512.7040000000004,7.525200000000006,1.0,6.0,67.77000000000001,9.0,4.0,1.0,0.2413793103448276,36.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(c(ccc1)Br)O)c1ncccc1,Cl,Cl,5.91,404.26700000000005,5.3407000000000036,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(c(ccc1)Br)O)c1ncccc1,Cl,Cl,6.02,404.26700000000005,5.3407000000000036,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(c(ccc1)Br)O)c1ncccc1,Cl,Cl,5.92,404.26700000000005,5.3407000000000036,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(c(ccc1)Br)O)c1ncccc1,Cl,Cl,5.96,404.26700000000005,5.3407000000000036,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(c(ccc1)Br)O)c1ncccc1,Cl,Cl,6.0,404.26700000000005,5.3407000000000036,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(c(ccc1)Br)O)c1ncccc1,Cl,Cl,6.08,404.26700000000005,5.3407000000000036,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(c(ccc1)Br)O)c1ncccc1,Cl,Cl,6.0,404.26700000000005,5.3407000000000036,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(ccc(c1)Br)O)c1ncccc1,Cl,Cl,5.86,404.26700000000005,5.3407000000000036,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(ccc(c1)Br)O)c1ncccc1,Cl,Cl,6.03,404.26700000000005,5.3407000000000036,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(ccc(c1)Br)O)c1ncccc1,Cl,Cl,5.93,404.26700000000005,5.3407000000000036,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(ccc(c1)Br)O)c1ncccc1,Cl,Cl,5.94,404.26700000000005,5.3407000000000036,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(ccc(c1)Br)O)c1ncccc1,Cl,Cl,6.0,404.26700000000005,5.3407000000000036,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(ccc(c1)Br)O)c1ncccc1,Cl,Cl,6.13,404.26700000000005,5.3407000000000036,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(ccc(c1)Br)O)c1ncccc1,Cl,Cl,6.08,404.26700000000005,5.3407000000000036,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
 c1(cc(cc(n1)c1ccccn1)c1c(c(ccc1)Cl)O)c1ncccc1,Br,Br,5.41,359.8160000000001,5.231600000000004,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1
 c1(cc(cc(n1)c1ccccn1)c1c(c(ccc1)Cl)O)c1ncccc1,Br,Br,5.33,359.8160000000001,5.231600000000004,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1
 c1(cc(cc(n1)c1ccccn1)c1c(c(ccc1)Cl)O)c1ncccc1,Br,Br,5.28,359.8160000000001,5.231600000000004,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(cc(cc1)Cl)O)c1ncccc1,Br,Br,5.6,359.8160000000001,5.231600000000004,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(cc(cc1)Cl)O)c1ncccc1,Br,Br,5.72,359.8160000000001,5.231600000000004,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(cc(cc1)Cl)O)c1ncccc1,Br,Br,5.66,359.8160000000001,5.231600000000004,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(ccc(c1)Cl)O)c1ncccc1,Br,Br,5.48,359.8160000000001,5.231600000000004,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(ccc(c1)Cl)O)c1ncccc1,Br,Br,5.52,359.8160000000001,5.231600000000004,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1c(ccc(c1)Cl)O)c1ncccc1,Br,Br,5.57,359.8160000000001,5.231600000000004,1.0,4.0,58.900000000000006,3.0,4.0,0.0,0.0,26.0,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1,80.91199999999999,0.5779000000000001,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1occc1)c1ncccc1 , Cl , Cl ,4.76,299.333,4.465600000000003,0.0,4.0,51.81,3.0,4.0,0.0,0.0,23.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1occc1)c1ncccc1 , Cl , Cl ,5.54,299.333,4.465600000000003,0.0,4.0,51.81,3.0,4.0,0.0,0.0,23.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1occc1)c1ncccc1 , Cl , Cl ,4.69,299.333,4.465600000000003,0.0,4.0,51.81,3.0,4.0,0.0,0.0,23.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1occc1)c1ncccc1 , Cl , Cl ,4.37,299.333,4.465600000000003,0.0,4.0,51.81,3.0,4.0,0.0,0.0,23.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
 c1(cc(cc(n1)c1ccccn1)c1sccc1)c1ncccc1, Cl , Cl ,5.68,315.401,4.9341000000000035,0.0,4.0,38.67,3.0,4.0,0.0,0.0,23.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
 c1(cc(cc(n1)c1ccccn1)c1sccc1)c1ncccc1, Cl , Cl ,5.38,315.401,4.9341000000000035,0.0,4.0,38.67,3.0,4.0,0.0,0.0,23.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1nc2c(cc1)cccc2)c1ncccc1, Cl , Cl ,6.43,360.4200000000001,5.420800000000004,0.0,4.0,51.56,3.0,5.0,0.0,0.0,28.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1nc2c(cc1)cccc2)c1ncccc1, Cl , Cl ,6.68,360.4200000000001,5.420800000000004,0.0,4.0,51.56,3.0,5.0,0.0,0.0,28.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1nc2c(cc1)cccc2)c1ncccc1, Cl , Cl ,4.5,360.4200000000001,5.420800000000004,0.0,4.0,51.56,3.0,5.0,0.0,0.0,28.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1nc2c(cc1)cccc2)c1ncccc1, Cl , Cl ,4.73,360.4200000000001,5.420800000000004,0.0,4.0,51.56,3.0,5.0,0.0,0.0,28.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)NC(=O)/C=C/c1cc(c(cc1)O)O)c1ncccc1, Cl , Cl ,5.35,486.53100000000023,5.935700000000005,3.0,6.0,108.23,6.0,5.0,0.0,0.0,37.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)NC(=O)/C=C/c1cc(c(cc1)O)O)c1ncccc1, Cl , Cl ,5.22,486.53100000000023,5.935700000000005,3.0,6.0,108.23,6.0,5.0,0.0,0.0,37.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)NC(=O)/C=C/c1cc(c(cc1)O)O)c1ncccc1, Cl , Cl ,5.12,486.53100000000023,5.935700000000005,3.0,6.0,108.23,6.0,5.0,0.0,0.0,37.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)NC(=O)/C=C/c1ccc(cc1)O)c1ncccc1, Cl , Cl ,5.52,470.5320000000002,6.2301000000000055,2.0,5.0,88.0,6.0,5.0,0.0,0.0,36.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)NC(=O)/C=C/c1ccc(cc1)O)c1ncccc1, Cl , Cl ,5.12,470.5320000000002,6.2301000000000055,2.0,5.0,88.0,6.0,5.0,0.0,0.0,36.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
c1(cc(cc(n1)c1ccccn1)c1ccc(cc1)NC(=O)/C=C/c1ccc(cc1)O)c1ncccc1, Cl , Cl ,5.12,470.5320000000002,6.2301000000000055,2.0,5.0,88.0,6.0,5.0,0.0,0.0,36.0,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1,36.461000000000006,0.4218,0,0,0.0,0,0,0,0.0,1
