pIC50,L1_MolWt,L1_MolLogP,L1_NumHDonors,L1_NumHAcceptors,L1_TPSA,L1_NumRotatableBonds,L1_NumAromaticRings,L1_NumAliphaticRings,L1_FractionCSP3,L1_HeavyAtomCount,L2_MolWt,L2_MolLogP,L2_NumHDonors,L2_NumHAcceptors,L2_TPSA,L2_NumRotatableBonds,L2_NumAromaticRings,L2_NumAliphaticRings,L2_FractionCSP3,L2_HeavyAtomCount,L3_MolWt,L3_MolLogP,L3_NumHDonors,L3_NumHAcceptors,L3_TPSA,L3_NumRotatableBonds,L3_NumAromaticRings,L3_NumAliphaticRings,L3_FractionCSP3,L3_HeavyAtomCount
4.36,-1.7575242062419536,-2.464842600764928,0,-1.1422872209055512,-0.6495304003954522,-1.3457583091067575,-2.577192541774849,0.0,0.0,-2.3616612525416922,8.0575108640332,2.8122000000000016,1,1.9058912913410373,54.370000000000005,2.2416064365727357,1.7696829165862957,1,0.2,3.1189094901313066,-18.446000000000005,-1.2465,0,-0.32297713622108165,31.5,-0.17149858514250885,-0.17149858514250885,0,0.0,-0.28712557153182633
4.43,-1.7575242062419536,-2.464842600764928,0,-1.1422872209055512,-0.6495304003954522,-1.3457583091067575,-2.577192541774849,0.0,0.0,-2.3616612525416922,0.0,0.0,0,-0.5197885340021011,0.0,-0.2790755001355615,-0.3478863853118359,0,0.0,-0.42260033167809685,0.0,0.0,0,-0.32297713622108165,0.0,-0.17149858514250885,-0.17149858514250885,0,0.0,-0.28712557153182633
4.39,-0.5319331605640982,-0.9026184171815239,0,0.14739189947168407,-0.012357884330202667,-0.46122233129010937,-0.26432744018203497,0.0,0.0,-0.6060900559620275,0.0,0.0,0,-0.5197885340021011,0.0,-0.2790755001355615,-0.3478863853118359,0,0.0,-0.42260033167809685,0.0,0.0,0,-0.32297713622108165,0.0,-0.17149858514250885,-0.17149858514250885,0,0.0,-0.28712557153182633
5.27,-0.0702577229438604,0.0,0,0.14739189947168407,-0.19327731092436953,0.42331364652653886,-0.26432744018203497,0.0,4.727272727272729,-0.02089965710213931,0.0,0.0,0,-0.5197885340021011,0.0,-0.2790755001355615,-0.3478863853118359,0,0.0,-0.42260033167809685,0.0,0.0,0,-0.32297713622108165,0.0,-0.17149858514250885,-0.17149858514250885,0,0.0,-0.28712557153182633
5.57,-0.0702577229438604,0.0,0,0.14739189947168407,-0.19327731092436953,0.42331364652653886,-0.26432744018203497,0.0,4.727272727272729,-0.02089965710213931,0.0,0.0,0,-0.5197885340021011,0.0,-0.2790755001355615,-0.3478863853118359,0,0.0,-0.42260033167809685,0.0,0.0,0,-0.32297713622108165,0.0,-0.17149858514250885,-0.17149858514250885,0,0.0,-0.28712557153182633
5.27,-0.0702577229438604,0.0,0,0.14739189947168407,-0.19327731092436953,0.42331364652653886,-0.26432744018203497,0.0,4.727272727272729,-0.02089965710213931,0.0,0.0,0,-0.5197885340021011,0.0,-0.2790755001355615,-0.3478863853118359,0,0.0,-0.42260033167809685,0.0,0.0,0,-0.32297713622108165,0.0,-0.17149858514250885,-0.17149858514250885,0,0.0,-0.28712557153182633
5.05,-0.0702577229438604,0.0,0,0.14739189947168407,-0.19327731092436953,0.42331364652653886,-0.26432744018203497,0.0,4.727272727272729,-0.02089965710213931,0.0,0.0,0,-0.5197885340021011,0.0,-0.2790755001355615,-0.3478863853118359,0,0.0,-0.42260033167809685,0.0,0.0,0,-0.32297713622108165,0.0,-0.17149858514250885,-0.17149858514250885,0,0.0,-0.28712557153182633
5.38,-0.0702577229438604,0.0,0,0.14739189947168407,-0.19327731092436953,0.42331364652653886,-0.26432744018203497,0.0,4.727272727272729,-0.02089965710213931,0.0,0.0,0,-0.5197885340021011,0.0,-0.2790755001355615,-0.3478863853118359,0,0.0,-0.42260033167809685,0.0,0.0,0,-0.32297713622108165,0.0,-0.17149858514250885,-0.17149858514250885,0,0.0,-0.28712557153182633
5.08,-0.0702577229438604,0.0,0,0.14739189947168407,-0.19327731092436953,0.42331364652653886,-0.26432744018203497,0.0,4.727272727272729,-0.02089965710213931,0.0,0.0,0,-0.5197885340021011,0.0,-0.2790755001355615,-0.3478863853118359,0,0.0,-0.42260033167809685,0.0,0.0,0,-0.32297713622108165,0.0,-0.17149858514250885,-0.17149858514250885,0,0.0,-0.28712557153182633
5.52,0.4071259360541847,0.012650779641071433,0,1.4370710198489194,0.2629757785467131,1.307849624343187,-0.26432744018203497,0.0,9.043478260869577,0.5642907417577488,0.0,0.0,0,-0.5197885340021011,0.0,-0.2790755001355615,-0.3478863853118359,0,0.0,-0.42260033167809685,0.0,0.0,0,-0.32297713622108165,0.0,-0.17149858514250885,-0.17149858514250885,0,0.0,-0.28712557153182633
